Date,City,State,Price
2001-03-01,Tampa,FL,111.61
2001-03-01,Atlanta,GA,107.2
2001-03-01,Chicago,IL,109.38
2001-03-01,Boston,MA,119.94
2001-03-01,Detroit,MI,107.2
2001-03-01,Minneapolis,MN,115.1
2001-03-01,Charlotte,NC,103.7
2001-03-01,Las Vegas,NV,106.21
2001-03-01,New York,NY,114.48
2001-03-01,Cleveland,OH,104.07
2001-03-01,Portland,OR,104.32
2001-03-01,Dallas,TX,108.3
2001-03-01,Seattle,WA,107.4
2001-03-01,10,Composite,116.69
2001-03-01,20,Composite,114.1
2001-03-01,US,National,110.4
2001-04-01,Phoenix,AZ,107.8
2001-04-01,Los Angeles,CA,114.12
2001-04-01,San Diego,CA,122.93
2001-04-01,San Francisco,CA,134.38
2001-04-01,Denver,CO,117.95
2001-04-01,Washington,DC,117.9
2001-04-01,Miami,FL,113.32
2001-04-01,Tampa,FL,113.14
2001-04-01,Atlanta,GA,108.0
2001-04-01,Chicago,IL,110.63
2001-04-01,Boston,MA,121.54
2001-04-01,Detroit,MI,107.6
2001-04-01,Minneapolis,MN,116.0
2001-04-01,Charlotte,NC,103.81
2001-04-01,Las Vegas,NV,107.4
2001-04-01,New York,NY,115.6
2001-04-01,Cleveland,OH,104.37
2001-04-01,Portland,OR,105.14
2001-04-01,Dallas,TX,109.7
2001-04-01,Seattle,WA,108.9
2001-04-01,10,Composite,117.94
2001-04-01,20,Composite,115.2
2001-04-01,US,National,111.25
2001-05-01,Phoenix,AZ,108.6
2001-05-01,Los Angeles,CA,115.31
2001-05-01,San Diego,CA,124.3
2001-05-01,San Francisco,CA,134.09
2001-05-01,Denver,CO,119.2
2001-05-01,Washington,DC,119.3
2001-05-01,Miami,FL,114.84
2001-05-01,Tampa,FL,113.62
2001-05-01,Atlanta,GA,108.7
2001-05-01,Chicago,IL,112.12
2001-05-01,Boston,MA,123.11
2001-05-01,Detroit,MI,108.3
2001-05-01,Minneapolis,MN,117.5
2001-05-01,Charlotte,NC,104.58
2001-05-01,Las Vegas,NV,108.56
2001-05-01,New York,NY,116.38
2001-05-01,Cleveland,OH,105.37
2001-05-01,Portland,OR,106.11
2001-05-01,Dallas,TX,110.4
2001-05-01,Seattle,WA,109.7
2001-05-01,10,Composite,118.94
2001-05-01,20,Composite,116.2
2001-05-01,US,National,112.2
2001-06-01,Phoenix,AZ,109.1
2001-06-01,Los Angeles,CA,116.47
2001-06-01,San Diego,CA,125.28
2001-06-01,San Francisco,CA,132.64
2001-06-01,Denver,CO,120.45
2001-06-01,Washington,DC,120.93
2001-06-01,Miami,FL,115.97
2001-06-01,Tampa,FL,115.32
2001-06-01,Atlanta,GA,109.7
2001-06-01,Chicago,IL,113.79
2001-06-01,Boston,MA,125.12
2001-06-01,Detroit,MI,109.0
2001-06-01,Minneapolis,MN,119.5
2001-06-01,Charlotte,NC,104.94
2001-06-01,Las Vegas,NV,109.76
2001-06-01,New York,NY,117.9
2001-06-01,Cleveland,OH,106.31
2001-06-01,Portland,OR,107.13
2001-06-01,Dallas,TX,111.2
2001-06-01,Seattle,WA,110.5
2001-06-01,10,Composite,120.03
2001-06-01,20,Composite,117.2
2001-06-01,US,National,113.27
2001-07-01,Phoenix,AZ,109.8
2001-07-01,Los Angeles,CA,117.36
2001-07-01,San Diego,CA,126.34
2001-07-01,San Francisco,CA,130.95
2001-07-01,Denver,CO,121.12
2001-07-01,Washington,DC,122.31
2001-07-01,Miami,FL,117.08
2001-07-01,Tampa,FL,116.57
2001-07-01,Atlanta,GA,110.2
2001-07-01,Chicago,IL,115.2
2001-07-01,Boston,MA,126.76
2001-07-01,Detroit,MI,110.0
2001-07-01,Minneapolis,MN,121.6
2001-07-01,Charlotte,NC,105.49
2001-07-01,Las Vegas,NV,110.93
2001-07-01,New York,NY,119.66
2001-07-01,Cleveland,OH,107.2
2001-07-01,Portland,OR,108.03
2001-07-01,Dallas,TX,111.1
2001-07-01,Seattle,WA,110.8
2001-07-01,10,Composite,121.01
2001-07-01,20,Composite,118.2
2001-07-01,US,National,114.23
2001-08-01,Phoenix,AZ,110.3
2001-08-01,Los Angeles,CA,118.67
2001-08-01,San Diego,CA,127.19
2001-08-01,San Francisco,CA,129.15
2001-08-01,Denver,CO,121.78
2001-08-01,Washington,DC,123.61
2001-08-01,Miami,FL,118.3
2001-08-01,Tampa,FL,118.27
2001-08-01,Atlanta,GA,110.7
2001-08-01,Chicago,IL,116.19
2001-08-01,Boston,MA,128.26
2001-08-01,Detroit,MI,110.9
2001-08-01,Minneapolis,MN,122.8
2001-08-01,Charlotte,NC,105.18
2001-08-01,Las Vegas,NV,111.74
2001-08-01,New York,NY,121.41
2001-08-01,Cleveland,OH,107.82
2001-08-01,Portland,OR,108.83
2001-08-01,Dallas,TX,111.3
2001-08-01,Seattle,WA,111.2
2001-08-01,10,Composite,121.99
2001-08-01,20,Composite,119.0
2001-08-01,US,National,114.99
2001-09-01,Phoenix,AZ,110.7
2001-09-01,Los Angeles,CA,119.51
2001-09-01,San Diego,CA,128.19
2001-09-01,San Francisco,CA,128.6
2001-09-01,Denver,CO,122.41
2001-09-01,Washington,DC,124.5
2001-09-01,Miami,FL,119.67
2001-09-01,Tampa,FL,118.38
2001-09-01,Atlanta,GA,111.0
2001-09-01,Chicago,IL,116.69
2001-09-01,Boston,MA,129.62
2001-09-01,Detroit,MI,111.5
2001-09-01,Minneapolis,MN,124.2
2001-09-01,Charlotte,NC,105.16
2001-09-01,Las Vegas,NV,112.54
2001-09-01,New York,NY,122.91
2001-09-01,Cleveland,OH,107.92
2001-09-01,Portland,OR,109.0
2001-09-01,Dallas,TX,111.2
2001-09-01,Seattle,WA,111.7
2001-09-01,10,Composite,122.89
2001-09-01,20,Composite,119.8
2001-09-01,US,National,115.47
2001-10-01,Phoenix,AZ,111.2
2001-10-01,Los Angeles,CA,120.16
2001-10-01,San Diego,CA,129.14
2001-10-01,San Francisco,CA,128.01
2001-10-01,Denver,CO,122.36
2001-10-01,Washington,DC,124.87
2001-10-01,Miami,FL,121.32
2001-10-01,Tampa,FL,119.05
2001-10-01,Atlanta,GA,111.2
2001-10-01,Chicago,IL,116.82
2001-10-01,Boston,MA,130.51
2001-10-01,Detroit,MI,111.6
2001-10-01,Minneapolis,MN,125.2
2001-10-01,Charlotte,NC,104.59
2001-10-01,Las Vegas,NV,112.73
2001-10-01,New York,NY,123.86
2001-10-01,Cleveland,OH,107.48
2001-10-01,Portland,OR,108.93
2001-10-01,Dallas,TX,111.4
2001-10-01,Seattle,WA,111.9
2001-10-01,10,Composite,123.46
2001-10-01,20,Composite,120.3
2001-10-01,US,National,115.68
2001-11-01,Phoenix,AZ,111.3
2001-11-01,Los Angeles,CA,120.48
2001-11-01,San Diego,CA,129.71
2001-11-01,San Francisco,CA,126.99
2001-11-01,Denver,CO,121.93
2001-11-01,Washington,DC,124.93
2001-11-01,Miami,FL,122.89
2001-11-01,Tampa,FL,119.59
2001-11-01,Atlanta,GA,111.1
2001-11-01,Chicago,IL,116.77
2001-11-01,Boston,MA,130.94
2001-11-01,Detroit,MI,111.4
2001-11-01,Minneapolis,MN,126.2
2001-11-01,Charlotte,NC,104.33
2001-11-01,Las Vegas,NV,113.3
2001-11-01,New York,NY,124.74
2001-11-01,Cleveland,OH,106.63
2001-11-01,Portland,OR,108.4
2001-11-01,Dallas,TX,111.3
2001-11-01,Seattle,WA,111.9
2001-11-01,10,Composite,123.78
2001-11-01,20,Composite,120.5
2001-11-01,US,National,115.84
2001-12-01,Phoenix,AZ,111.5
2001-12-01,Los Angeles,CA,120.65
2001-12-01,San Diego,CA,129.31
2001-12-01,San Francisco,CA,125.47
2001-12-01,Denver,CO,121.32
2001-12-01,Washington,DC,125.65
2001-12-01,Miami,FL,124.02
2001-12-01,Tampa,FL,120.21
2001-12-01,Atlanta,GA,111.0
2001-12-01,Chicago,IL,116.88
2001-12-01,Boston,MA,130.06
2001-12-01,Detroit,MI,111.5
2001-12-01,Minneapolis,MN,126.5
2001-12-01,Charlotte,NC,104.05
2001-12-01,Las Vegas,NV,113.32
2001-12-01,New York,NY,124.72
2001-12-01,Cleveland,OH,106.1
2001-12-01,Portland,OR,108.12
2001-12-01,Dallas,TX,111.6
2001-12-01,Seattle,WA,111.5
2001-12-01,10,Composite,123.64
2001-12-01,20,Composite,120.4
2001-12-01,US,National,116.06
2002-01-01,Phoenix,AZ,111.6
2002-01-01,Los Angeles,CA,121.45
2002-01-01,San Diego,CA,128.79
2002-01-01,San Francisco,CA,125.13
2002-01-01,Denver,CO,121.3
2002-01-01,Washington,DC,125.99
2002-01-01,Miami,FL,124.52
2002-01-01,Tampa,FL,120.33
2002-01-01,Atlanta,GA,111.1
2002-01-01,Chicago,IL,116.96
2002-01-01,Boston,MA,129.93
2002-01-01,Detroit,MI,111.3
2002-01-01,Minneapolis,MN,126.1
2002-01-01,Charlotte,NC,104.12
2002-01-01,Las Vegas,NV,113.7
2002-01-01,New York,NY,125.19
2002-01-01,Cleveland,OH,106.21
2002-01-01,Portland,OR,108.13
2002-01-01,Dallas,TX,111.7
2002-01-01,Seattle,WA,111.7
2002-01-01,10,Composite,123.93
2002-01-01,20,Composite,120.6
2002-01-01,US,National,116.44
2002-02-01,Phoenix,AZ,112.0
2002-02-01,Los Angeles,CA,122.26
2002-02-01,San Diego,CA,129.82
2002-02-01,San Francisco,CA,126.06
2002-02-01,Denver,CO,121.21
2002-02-01,Washington,DC,127.19
2002-02-01,Miami,FL,125.06
2002-02-01,Tampa,FL,120.4
2002-02-01,Atlanta,GA,111.6
2002-02-01,Chicago,IL,117.29
2002-02-01,Boston,MA,129.63
2002-02-01,Detroit,MI,111.5
2002-02-01,Minneapolis,MN,125.9
2002-02-01,Charlotte,NC,104.48
2002-02-01,Las Vegas,NV,113.96
2002-02-01,New York,NY,125.4
2002-02-01,Cleveland,OH,106.45
2002-02-01,Portland,OR,108.53
2002-02-01,Dallas,TX,111.4
2002-02-01,Seattle,WA,112.0
2002-02-01,10,Composite,124.45
2002-02-01,20,Composite,121.0
2002-02-01,US,National,116.92
2002-03-01,Phoenix,AZ,112.6
2002-03-01,Los Angeles,CA,124.12
2002-03-01,San Diego,CA,131.76
2002-03-01,San Francisco,CA,128.79
2002-03-01,Denver,CO,122.05
2002-03-01,Washington,DC,128.47
2002-03-01,Miami,FL,126.35
2002-03-01,Tampa,FL,122.07
2002-03-01,Atlanta,GA,112.0
2002-03-01,Chicago,IL,117.66
2002-03-01,Boston,MA,131.21
2002-03-01,Detroit,MI,111.5
2002-03-01,Minneapolis,MN,126.7
2002-03-01,Charlotte,NC,105.17
2002-03-01,Las Vegas,NV,114.32
2002-03-01,New York,NY,126.5
2002-03-01,Cleveland,OH,106.94
2002-03-01,Portland,OR,110.18
2002-03-01,Dallas,TX,112.3
2002-03-01,Seattle,WA,112.7
2002-03-01,10,Composite,125.92
2002-03-01,20,Composite,122.3
2002-03-01,US,National,117.93
2002-04-01,Phoenix,AZ,113.3
2002-04-01,Los Angeles,CA,126.23
2002-04-01,San Diego,CA,135.04
2002-04-01,San Francisco,CA,132.62
2002-04-01,Denver,CO,122.7
2002-04-01,Washington,DC,130.78
2002-04-01,Miami,FL,127.84
2002-04-01,Tampa,FL,123.35
2002-04-01,Atlanta,GA,112.3
2002-04-01,Chicago,IL,118.97
2002-04-01,Boston,MA,133.34
2002-04-01,Detroit,MI,111.5
2002-04-01,Minneapolis,MN,127.5
2002-04-01,Charlotte,NC,105.98
2002-04-01,Las Vegas,NV,114.72
2002-04-01,New York,NY,127.93
2002-04-01,Cleveland,OH,107.82
2002-04-01,Portland,OR,110.65
2002-04-01,Dallas,TX,113.1
2002-04-01,Seattle,WA,113.4
2002-04-01,10,Composite,127.95
2002-04-01,20,Composite,123.9
2002-04-01,US,National,119.21
2002-05-01,Phoenix,AZ,114.0
2002-05-01,Los Angeles,CA,128.73
2002-05-01,San Diego,CA,138.14
2002-05-01,San Francisco,CA,136.07
2002-05-01,Denver,CO,123.95
2002-05-01,Washington,DC,133.4
2002-05-01,Miami,FL,129.83
2002-05-01,Tampa,FL,124.76
2002-05-01,Atlanta,GA,113.0
2002-05-01,Chicago,IL,120.38
2002-05-01,Boston,MA,136.76
2002-05-01,Detroit,MI,112.2
2002-05-01,Minneapolis,MN,129.3
2002-05-01,Charlotte,NC,106.38
2002-05-01,Las Vegas,NV,115.63
2002-05-01,New York,NY,129.89
2002-05-01,Cleveland,OH,108.69
2002-05-01,Portland,OR,111.61
2002-05-01,Dallas,TX,113.8
2002-05-01,Seattle,WA,114.1
2002-05-01,10,Composite,130.33
2002-05-01,20,Composite,125.8
2002-05-01,US,National,120.79
2002-06-01,Phoenix,AZ,114.8
2002-06-01,Los Angeles,CA,131.59
2002-06-01,San Diego,CA,141.41
2002-06-01,San Francisco,CA,139.35
2002-06-01,Denver,CO,124.75
2002-06-01,Washington,DC,135.67
2002-06-01,Miami,FL,131.59
2002-06-01,Tampa,FL,125.7
2002-06-01,Atlanta,GA,113.7
2002-06-01,Chicago,IL,121.56
2002-06-01,Boston,MA,139.56
2002-06-01,Detroit,MI,113.3
2002-06-01,Minneapolis,MN,131.0
2002-06-01,Charlotte,NC,106.86
2002-06-01,Las Vegas,NV,116.7
2002-06-01,New York,NY,132.2
2002-06-01,Cleveland,OH,109.79
2002-06-01,Portland,OR,111.87
2002-06-01,Dallas,TX,113.9
2002-06-01,Seattle,WA,114.8
2002-06-01,10,Composite,132.76
2002-06-01,20,Composite,127.8
2002-06-01,US,National,122.33
2002-07-01,Phoenix,AZ,115.4
2002-07-01,Los Angeles,CA,133.97
2002-07-01,San Diego,CA,144.15
2002-07-01,San Francisco,CA,141.02
2002-07-01,Denver,CO,125.46
2002-07-01,Washington,DC,138.48
2002-07-01,Miami,FL,133.39
2002-07-01,Tampa,FL,127.18
2002-07-01,Atlanta,GA,114.3
2002-07-01,Chicago,IL,122.77
2002-07-01,Boston,MA,141.77
2002-07-01,Detroit,MI,114.4
2002-07-01,Minneapolis,MN,132.7
2002-07-01,Charlotte,NC,106.9
2002-07-01,Las Vegas,NV,117.61
2002-07-01,New York,NY,135.18
2002-07-01,Cleveland,OH,110.25
2002-07-01,Portland,OR,113.06
2002-07-01,Dallas,TX,113.9
2002-07-01,Seattle,WA,115.2
2002-07-01,10,Composite,135.04
2002-07-01,20,Composite,129.6
2002-07-01,US,National,123.69
2002-08-01,Phoenix,AZ,115.9
2002-08-01,Los Angeles,CA,136.59
2002-08-01,San Diego,CA,147.25
2002-08-01,San Francisco,CA,141.93
2002-08-01,Denver,CO,125.55
2002-08-01,Washington,DC,140.68
2002-08-01,Miami,FL,134.91
2002-08-01,Tampa,FL,128.18
2002-08-01,Atlanta,GA,114.6
2002-08-01,Chicago,IL,123.49
2002-08-01,Boston,MA,143.66
2002-08-01,Detroit,MI,115.0
2002-08-01,Minneapolis,MN,134.1
2002-08-01,Charlotte,NC,107.37
2002-08-01,Las Vegas,NV,118.34
2002-08-01,New York,NY,137.74
2002-08-01,Cleveland,OH,110.44
2002-08-01,Portland,OR,112.94
2002-08-01,Dallas,TX,114.4
2002-08-01,Seattle,WA,115.4
2002-08-01,10,Composite,137.04
2002-08-01,20,Composite,131.2
2002-08-01,US,National,124.73
2002-09-01,Phoenix,AZ,116.1
2002-09-01,Los Angeles,CA,138.62
2002-09-01,San Diego,CA,149.54
2002-09-01,San Francisco,CA,142.29
2002-09-01,Denver,CO,125.66
2002-09-01,Washington,DC,142.39
2002-09-01,Miami,FL,136.76
2002-09-01,Tampa,FL,128.9
2002-09-01,Atlanta,GA,114.7
2002-09-01,Chicago,IL,124.07
2002-09-01,Boston,MA,145.85
2002-09-01,Detroit,MI,115.4
2002-09-01,Minneapolis,MN,135.1
2002-09-01,Charlotte,NC,107.57
2002-09-01,Las Vegas,NV,118.91
2002-09-01,New York,NY,139.69
2002-09-01,Cleveland,OH,110.2
2002-09-01,Portland,OR,113.03
2002-09-01,Dallas,TX,114.5
2002-09-01,Seattle,WA,115.6
2002-09-01,10,Composite,138.62
2002-09-01,20,Composite,132.4
2002-09-01,US,National,125.49
2002-10-01,Phoenix,AZ,116.4
2002-10-01,Los Angeles,CA,140.76
2002-10-01,San Diego,CA,151.87
2002-10-01,San Francisco,CA,142.74
2002-10-01,Denver,CO,125.69
2002-10-01,Washington,DC,143.3
2002-10-01,Miami,FL,138.62
2002-10-01,Tampa,FL,129.48
2002-10-01,Atlanta,GA,114.8
2002-10-01,Chicago,IL,124.66
2002-10-01,Boston,MA,147.43
2002-10-01,Detroit,MI,115.5
2002-10-01,Minneapolis,MN,136.5
2002-10-01,Charlotte,NC,107.45
2002-10-01,Las Vegas,NV,119.98
2002-10-01,New York,NY,141.58
2002-10-01,Cleveland,OH,110.16
2002-10-01,Portland,OR,112.86
2002-10-01,Dallas,TX,114.1
2002-10-01,Seattle,WA,115.8
2002-10-01,10,Composite,140.12
2002-10-01,20,Composite,133.5
2002-10-01,US,National,126.14
2002-11-01,Phoenix,AZ,116.5
2002-11-01,Los Angeles,CA,142.07
2002-11-01,San Diego,CA,153.58
2002-11-01,San Francisco,CA,143.06
2002-11-01,Denver,CO,125.84
2002-11-01,Washington,DC,143.77
2002-11-01,Miami,FL,140.09
2002-11-01,Tampa,FL,130.43
2002-11-01,Atlanta,GA,114.9
2002-11-01,Chicago,IL,125.38
2002-11-01,Boston,MA,148.33
2002-11-01,Detroit,MI,116.1
2002-11-01,Minneapolis,MN,137.2
2002-11-01,Charlotte,NC,107.23
2002-11-01,Las Vegas,NV,120.93
2002-11-01,New York,NY,143.29
2002-11-01,Cleveland,OH,109.65
2002-11-01,Portland,OR,113.09
2002-11-01,Dallas,TX,113.8
2002-11-01,Seattle,WA,115.8
2002-11-01,10,Composite,141.26
2002-11-01,20,Composite,134.4
2002-11-01,US,National,126.64
2002-12-01,Phoenix,AZ,116.7
2002-12-01,Los Angeles,CA,143.26
2002-12-01,San Diego,CA,154.43
2002-12-01,San Francisco,CA,142.4
2002-12-01,Denver,CO,125.41
2002-12-01,Washington,DC,144.96
2002-12-01,Miami,FL,141.98
2002-12-01,Tampa,FL,132.18
2002-12-01,Atlanta,GA,114.9
2002-12-01,Chicago,IL,126.27
2002-12-01,Boston,MA,147.28
2002-12-01,Detroit,MI,115.9
2002-12-01,Minneapolis,MN,138.5
2002-12-01,Charlotte,NC,107.18
2002-12-01,Las Vegas,NV,121.73
2002-12-01,New York,NY,145.2
2002-12-01,Cleveland,OH,109.98
2002-12-01,Portland,OR,113.51
2002-12-01,Dallas,TX,113.8
2002-12-01,Seattle,WA,116.1
2002-12-01,10,Composite,142.18
2002-12-01,20,Composite,135.1
2002-12-01,US,National,127.15
2003-01-01,Phoenix,AZ,117.1
2003-01-01,Los Angeles,CA,144.27
2003-01-01,San Diego,CA,155.4
2003-01-01,San Francisco,CA,141.9
2003-01-01,Denver,CO,124.81
2003-01-01,Washington,DC,145.19
2003-01-01,Miami,FL,143.78
2003-01-01,Tampa,FL,133.22
2003-01-01,Atlanta,GA,115.1
2003-01-01,Chicago,IL,126.77
2003-01-01,Boston,MA,146.79
2003-01-01,Detroit,MI,115.5
2003-01-01,Minneapolis,MN,138.5
2003-01-01,Charlotte,NC,107.68
2003-01-01,Las Vegas,NV,121.94
2003-01-01,New York,NY,146.55
2003-01-01,Cleveland,OH,110.15
2003-01-01,Portland,OR,113.69
2003-01-01,Dallas,TX,113.8
2003-01-01,Seattle,WA,115.8
2003-01-01,10,Composite,142.86
2003-01-01,20,Composite,135.6
2003-01-01,US,National,127.65
2003-02-01,Phoenix,AZ,117.7
2003-02-01,Los Angeles,CA,145.3
2003-02-01,San Diego,CA,156.17
2003-02-01,San Francisco,CA,142.19
2003-02-01,Denver,CO,124.33
2003-02-01,Washington,DC,146.01
2003-02-01,Miami,FL,145.46
2003-02-01,Tampa,FL,134.29
2003-02-01,Atlanta,GA,115.2
2003-02-01,Chicago,IL,127.48
2003-02-01,Boston,MA,147.18
2003-02-01,Detroit,MI,114.6
2003-02-01,Minneapolis,MN,138.8
2003-02-01,Charlotte,NC,107.85
2003-02-01,Las Vegas,NV,122.46
2003-02-01,New York,NY,147.3
2003-02-01,Cleveland,OH,110.58
2003-02-01,Portland,OR,114.18
2003-02-01,Dallas,TX,113.3
2003-02-01,Seattle,WA,116.2
2003-02-01,10,Composite,143.59
2003-02-01,20,Composite,136.1
2003-02-01,US,National,128.33
2003-03-01,Phoenix,AZ,118.7
2003-03-01,Los Angeles,CA,147.23
2003-03-01,San Diego,CA,157.75
2003-03-01,San Francisco,CA,143.0
2003-03-01,Denver,CO,124.87
2003-03-01,Washington,DC,146.75
2003-03-01,Miami,FL,147.09
2003-03-01,Tampa,FL,134.56
2003-03-01,Atlanta,GA,115.8
2003-03-01,Chicago,IL,128.26
2003-03-01,Boston,MA,148.99
2003-03-01,Detroit,MI,115.3
2003-03-01,Minneapolis,MN,138.9
2003-03-01,Charlotte,NC,107.8
2003-03-01,Las Vegas,NV,122.94
2003-03-01,New York,NY,148.38
2003-03-01,Cleveland,OH,110.82
2003-03-01,Portland,OR,114.84
2003-03-01,Dallas,TX,112.9
2003-03-01,Seattle,WA,117.0
2003-03-01,10,Composite,144.84
2003-03-01,20,Composite,137.2
2003-03-01,US,National,129.31
2003-04-01,Phoenix,AZ,119.3
2003-04-01,Los Angeles,CA,149.65
2003-04-01,San Diego,CA,160.23
2003-04-01,San Francisco,CA,144.69
2003-04-01,Denver,CO,125.17
2003-04-01,Washington,DC,148.92
2003-04-01,Miami,FL,148.36
2003-04-01,Tampa,FL,136.16
2003-04-01,Atlanta,GA,116.0
2003-04-01,Chicago,IL,129.05
2003-04-01,Boston,MA,150.42
2003-04-01,Detroit,MI,116.3
2003-04-01,Minneapolis,MN,139.7
2003-04-01,Charlotte,NC,107.69
2003-04-01,Las Vegas,NV,124.46
2003-04-01,New York,NY,149.53
2003-04-01,Cleveland,OH,111.88
2003-04-01,Portland,OR,115.86
2003-04-01,Dallas,TX,113.2
2003-04-01,Seattle,WA,118.2
2003-04-01,10,Composite,146.45
2003-04-01,20,Composite,138.5
2003-04-01,US,National,130.49
2003-05-01,Phoenix,AZ,120.0
2003-05-01,Los Angeles,CA,152.27
2003-05-01,San Diego,CA,162.55
2003-05-01,San Francisco,CA,145.53
2003-05-01,Denver,CO,125.67
2003-05-01,Washington,DC,151.53
2003-05-01,Miami,FL,149.75
2003-05-01,Tampa,FL,137.85
2003-05-01,Atlanta,GA,116.8
2003-05-01,Chicago,IL,130.52
2003-05-01,Boston,MA,152.15
2003-05-01,Detroit,MI,117.4
2003-05-01,Minneapolis,MN,141.2
2003-05-01,Charlotte,NC,107.86
2003-05-01,Las Vegas,NV,125.68
2003-05-01,New York,NY,150.88
2003-05-01,Cleveland,OH,113.04
2003-05-01,Portland,OR,116.94
2003-05-01,Dallas,TX,113.9
2003-05-01,Seattle,WA,119.2
2003-05-01,10,Composite,148.17
2003-05-01,20,Composite,140.0
2003-05-01,US,National,131.84
2003-06-01,Phoenix,AZ,120.7
2003-06-01,Los Angeles,CA,154.98
2003-06-01,San Diego,CA,165.26
2003-06-01,San Francisco,CA,146.53
2003-06-01,Denver,CO,125.61
2003-06-01,Washington,DC,154.0
2003-06-01,Miami,FL,150.67
2003-06-01,Tampa,FL,138.7
2003-06-01,Atlanta,GA,117.3
2003-06-01,Chicago,IL,131.43
2003-06-01,Boston,MA,153.3
2003-06-01,Detroit,MI,117.7
2003-06-01,Minneapolis,MN,142.4
2003-06-01,Charlotte,NC,108.75
2003-06-01,Las Vegas,NV,127.38
2003-06-01,New York,NY,151.86
2003-06-01,Cleveland,OH,114.03
2003-06-01,Portland,OR,118.28
2003-06-01,Dallas,TX,114.9
2003-06-01,Seattle,WA,120.1
2003-06-01,10,Composite,149.7
2003-06-01,20,Composite,141.3
2003-06-01,US,National,133.23
2003-07-01,Phoenix,AZ,121.7
2003-07-01,Los Angeles,CA,158.34
2003-07-01,San Diego,CA,167.98
2003-07-01,San Francisco,CA,147.75
2003-07-01,Denver,CO,126.07
2003-07-01,Washington,DC,156.47
2003-07-01,Miami,FL,152.65
2003-07-01,Tampa,FL,139.61
2003-07-01,Atlanta,GA,117.7
2003-07-01,Chicago,IL,132.5
2003-07-01,Boston,MA,154.21
2003-07-01,Detroit,MI,118.1
2003-07-01,Minneapolis,MN,144.3
2003-07-01,Charlotte,NC,109.03
2003-07-01,Las Vegas,NV,129.3
2003-07-01,New York,NY,153.5
2003-07-01,Cleveland,OH,114.71
2003-07-01,Portland,OR,119.21
2003-07-01,Dallas,TX,115.2
2003-07-01,Seattle,WA,120.8
2003-07-01,10,Composite,151.65
2003-07-01,20,Composite,142.9
2003-07-01,US,National,134.65
2003-08-01,Phoenix,AZ,122.8
2003-08-01,Los Angeles,CA,161.89
2003-08-01,San Diego,CA,171.27
2003-08-01,San Francisco,CA,148.72
2003-08-01,Denver,CO,126.72
2003-08-01,Washington,DC,158.7
2003-08-01,Miami,FL,155.07
2003-08-01,Tampa,FL,140.14
2003-08-01,Atlanta,GA,118.1
2003-08-01,Chicago,IL,133.01
2003-08-01,Boston,MA,154.97
2003-08-01,Detroit,MI,118.3
2003-08-01,Minneapolis,MN,145.7
2003-08-01,Charlotte,NC,109.46
2003-08-01,Las Vegas,NV,131.85
2003-08-01,New York,NY,155.14
2003-08-01,Cleveland,OH,115.55
2003-08-01,Portland,OR,119.95
2003-08-01,Dallas,TX,115.3
2003-08-01,Seattle,WA,121.8
2003-08-01,10,Composite,153.61
2003-08-01,20,Composite,144.5
2003-08-01,US,National,135.97
2003-09-01,Phoenix,AZ,123.8
2003-09-01,Los Angeles,CA,165.29
2003-09-01,San Diego,CA,175.03
2003-09-01,San Francisco,CA,150.25
2003-09-01,Denver,CO,126.94
2003-09-01,Washington,DC,161.01
2003-09-01,Miami,FL,157.28
2003-09-01,Tampa,FL,142.36
2003-09-01,Atlanta,GA,118.5
2003-09-01,Chicago,IL,133.94
2003-09-01,Boston,MA,156.38
2003-09-01,Detroit,MI,118.8
2003-09-01,Minneapolis,MN,147.4
2003-09-01,Charlotte,NC,109.24
2003-09-01,Las Vegas,NV,134.16
2003-09-01,New York,NY,157.1
2003-09-01,Cleveland,OH,116.08
2003-09-01,Portland,OR,120.49
2003-09-01,Dallas,TX,115.2
2003-09-01,Seattle,WA,122.4
2003-09-01,10,Composite,155.77
2003-09-01,20,Composite,146.2
2003-09-01,US,National,137.08
2003-10-01,Phoenix,AZ,124.7
2003-10-01,Los Angeles,CA,168.4
2003-10-01,San Diego,CA,178.7
2003-10-01,San Francisco,CA,151.75
2003-10-01,Denver,CO,127.05
2003-10-01,Washington,DC,162.65
2003-10-01,Miami,FL,159.59
2003-10-01,Tampa,FL,143.73
2003-10-01,Atlanta,GA,118.4
2003-10-01,Chicago,IL,134.87
2003-10-01,Boston,MA,157.63
2003-10-01,Detroit,MI,119.5
2003-10-01,Minneapolis,MN,148.4
2003-10-01,Charlotte,NC,110.18
2003-10-01,Las Vegas,NV,136.77
2003-10-01,New York,NY,158.73
2003-10-01,Cleveland,OH,116.46
2003-10-01,Portland,OR,121.03
2003-10-01,Dallas,TX,114.8
2003-10-01,Seattle,WA,123.4
2003-10-01,10,Composite,157.71
2003-10-01,20,Composite,147.8
2003-10-01,US,National,137.98
2003-11-01,Phoenix,AZ,125.5
2003-11-01,Los Angeles,CA,171.11
2003-11-01,San Diego,CA,181.79
2003-11-01,San Francisco,CA,153.36
2003-11-01,Denver,CO,127.08
2003-11-01,Washington,DC,164.14
2003-11-01,Miami,FL,161.11
2003-11-01,Tampa,FL,145.27
2003-11-01,Atlanta,GA,118.4
2003-11-01,Chicago,IL,135.91
2003-11-01,Boston,MA,158.63
2003-11-01,Detroit,MI,119.8
